"app_group_art_value","node","node_next","route_application","total_application","appeal_application","interview_application","rce_application"
"2495","RCE","Not Allowed","437","1455","20","996","439"
"2495","Appeal","Not Allowed","13","1455","20","996","439"
"2495","Application Filed","Not Allowed","58","1455","20","996","439"
"2495","Interview","Allowed","587","1455","20","996","439"
"2495","Appeal","Partially Allowed","2","1455","20","996","439"
"2495","RCE","Allowed","2","1455","20","996","439"
"2495","Interview","Not Allowed","409","1455","20","996","439"
"2496","RCE","Not Allowed","314","897","12","571","314"
"2496","Appeal","Allowed","6","897","12","571","314"
"2496","Application Filed","Allowed","42","897","12","571","314"
"2496","Interview","Allowed","238","897","12","571","314"
"2496","Application Filed","Not Allowed","22","897","12","571","314"
"2496","Appeal","Not Allowed","5","897","12","571","314"
"2496","Interview","Not Allowed","333","897","12","571","314"
"2496","Appeal","Partially Allowed","1","897","12","571","314"
"2497","Application Filed","Allowed","163","1961","12","1443","506"
"2497","Appeal","Not Allowed","6","1961","12","1443","506"
"2497","Appeal","Allowed","6","1961","12","1443","506"
"2497","Interview","Allowed","994","1961","12","1443","506"
"2497","Application Filed","Not Allowed","62","1961","12","1443","506"
"2497","RCE","Not Allowed","506","1961","12","1443","506"
"2497","Interview","Not Allowed","449","1961","12","1443","506"
"2498","Appeal","Not Allowed","7","1414","9","1110","295"
"2498","Application Filed","Allowed","103","1414","9","1110","295"
"2498","Interview","Allowed","794","1414","9","1110","295"
"2498","RCE","Not Allowed","295","1414","9","1110","295"
"2498","Interview","Not Allowed","316","1414","9","1110","295"
"2498","Application Filed","Not Allowed","57","1414","9","1110","295"
"2498","Appeal","Allowed","2","1414","9","1110","295"
"2499","RCE","Allowed","1","468","9","308","151"
"2499","Application Filed","Allowed","45","468","9","308","151"
"2499","RCE","Not Allowed","150","468","9","308","151"
"2499","Application Filed","Not Allowed","17","468","9","308","151"
"2499","Appeal","Not Allowed","3","468","9","308","151"
"2499","Interview","Not Allowed","197","468","9","308","151"
"2499","Appeal","Partially Allowed","2","468","9","308","151"
"2499","Interview","Allowed","111","468","9","308","151"
"2499","Appeal","Allowed","4","468","9","308","151"
"2600","RCE","Not Allowed","4","21","1","16","4"
"2600","Appeal","Not Allowed","1","21","1","16","4"
"2600","Application Filed","Allowed","1","21","1","16","4"
"2600","Application Filed","Not Allowed","23","21","1","16","4"
"2600","Interview","Allowed","11","21","1","16","4"
"2600","Interview","Not Allowed","5","21","1","16","4"
"2611","RCE","Allowed","2","2447","36","1584","827"
"2611","Application Filed","Not Allowed","114","2447","36","1584","827"
"2611","Appeal","Not Allowed","24","2447","36","1584","827"
"2611","RCE","Not Allowed","825","2447","36","1584","827"
"2611","Application Filed","Allowed","244","2447","36","1584","827"
"2611","Interview","Allowed","735","2447","36","1584","827"
"2611","Interview","Not Allowed","849","2447","36","1584","827"
"2611","Appeal","Allowed","12","2447","36","1584","827"
"2612","Interview","Not Allowed","833","2311","39","1493","779"
"2612","Interview","Allowed","660","2311","39","1493","779"
"2612","Application Filed","Not Allowed","110","2311","39","1493","779"
"2612","Appeal","Allowed","11","2311","39","1493","779"
"2612","RCE","Allowed","5","2311","39","1493","779"
"2612","Appeal","Not Allowed","27","2311","39","1493","779"
"2612","Appeal","Partially Allowed","1","2311","39","1493","779"
"2612","Application Filed","Allowed","230","2311","39","1493","779"
"2612","RCE","Not Allowed","774","2311","39","1493","779"
"2613","Application Filed","Allowed","270","2717","34","1667","1016"
"2613","Interview","Not Allowed","852","2717","34","1667","1016"
"2613","RCE","Allowed","4","2717","34","1667","1016"
"2613","RCE","Not Allowed","1012","2717","34","1667","1016"
"2613","Application Filed","Not Allowed","134","2717","34","1667","1016"
"2613","Appeal","Partially Allowed","1","2717","34","1667","1016"
"2613","Interview","Allowed","815","2717","34","1667","1016"
"2613","Appeal","Allowed","9","2717","34","1667","1016"
"2613","Appeal","Not Allowed","24","2717","34","1667","1016"
"2614","Interview","Allowed","1","1",,"1",
"2615","Application Filed","Allowed","19","136","2","95","39"
"2615","Interview","Allowed","61","136","2","95","39"
"2615","RCE","Not Allowed","39","136","2","95","39"
"2615","Interview","Not Allowed","34","136","2","95","39"
"2615","Appeal","Allowed","2","136","2","95","39"
"2616","RCE","Allowed","4","2722","39","1719","964"
"2616","Appeal","Allowed","13","2722","39","1719","964"
"2616","Application Filed","Not Allowed","89","2722","39","1719","964"
"2616","Application Filed","Allowed","211","2722","39","1719","964"
"2616","Interview","Not Allowed","1004","2722","39","1719","964"
"2616","RCE","Not Allowed","960","2722","39","1719","964"
"2616","Interview","Allowed","715","2722","39","1719","964"
"2616","Appeal","Not Allowed","24","2722","39","1719","964"
"2616","Appeal","Partially Allowed","2","2722","39","1719","964"
"2617","Interview","Allowed","3","4",,"3","1"
"2617","Application Filed","Allowed","1","4",,"3","1"
"2617","RCE","Not Allowed","1","4",,"3","1"
"2618","RCE","Not Allowed","132","422","2","288","132"
"2618","Interview","Not Allowed","131","422","2","288","132"
"2618","Appeal","Not Allowed","2","422","2","288","132"
"2618","Interview","Allowed","157","422","2","288","132"
"2618","Application Filed","Not Allowed","31","422","2","288","132"
"2618","Application Filed","Allowed","65","422","2","288","132"
"2619","Interview","Allowed","562","2270","35","1422","813"
"2619","Appeal","Allowed","14","2270","35","1422","813"
"2619","RCE","Not Allowed","809","2270","35","1422","813"
"2619","Application Filed","Not Allowed","80","2270","35","1422","813"
"2619","Appeal","Not Allowed","21","2270","35","1422","813"
"2619","Application Filed","Allowed","155","2270","35","1422","813"
"2619","RCE","Allowed","4","2270","35","1422","813"
"2619","Interview","Not Allowed","860","2270","35","1422","813"
"2621","Appeal","Partially Allowed","2","1665","32","868","765"
"2621","Application Filed","Allowed","180","1665","32","868","765"
"2621","Appeal","Not Allowed","22","1665","32","868","765"
"2621","RCE","Not Allowed","760","1665","32","868","765"
"2621","Interview","Allowed","334","1665","32","868","765"
"2621","RCE","Allowed","5","1665","32","868","765"
"2621","Appeal","Allowed","8","1665","32","868","765"
"2621","Interview","Not Allowed","534","1665","32","868","765"
"2621","Application Filed","Not Allowed","90","1665","32","868","765"
"2622","Application Filed","Allowed","340","1679","33","943","703"
"2622","Appeal","Allowed","15","1679","33","943","703"
"2622","Appeal","Not Allowed","18","1679","33","943","703"
"2622","Application Filed","Not Allowed","121","1679","33","943","703"
"2622","RCE","Not Allowed","703","1679","33","943","703"
"2622","Interview","Allowed","433","1679","33","943","703"
"2622","Interview","Not Allowed","510","1679","33","943","703"
"2623","Interview","Not Allowed","238","1101","13","605","483"
"2623","Interview","Allowed","367","1101","13","605","483"
"2623","Application Filed","Not Allowed","96","1101","13","605","483"
"2623","Application Filed","Allowed","406","1101","13","605","483"
"2623","Appeal","Not Allowed","6","1101","13","605","483"
"2623","RCE","Allowed","2","1101","13","605","483"
"2623","RCE","Not Allowed","481","1101","13","605","483"
"2623","Appeal","Allowed","7","1101","13","605","483"
"2624","Appeal","Not Allowed","12","1202","16","585","601"
"2624","Appeal","Allowed","4","1202","16","585","601"
"2624","Application Filed","Allowed","454","1202","16","585","601"
"2624","Application Filed","Not Allowed","98","1202","16","585","601"
"2624","RCE","Not Allowed","598","1202","16","585","601"
"2624","Interview","Allowed","249","1202","16","585","601"
"2624","RCE","Allowed","3","1202","16","585","601"
"2624","Interview","Not Allowed","336","1202","16","585","601"
"2625","RCE","Allowed","4","1432","37","685","710"
"2625","Appeal","Not Allowed","30","1432","37","685","710"
"2625","Application Filed","Allowed","283","1432","37","685","710"
"2625","RCE","Not Allowed","706","1432","37","685","710"
"2625","Interview","Not Allowed","431","1432","37","685","710"
"2625","Interview","Allowed","254","1432","37","685","710"
"2625","Application Filed","Not Allowed","86","1432","37","685","710"
"2625","Appeal","Allowed","7","1432","37","685","710"
"2626","Appeal","Allowed","10","1599","25","928","646"
"2626","RCE","Allowed","6","1599","25","928","646"
"2626","Application Filed","Allowed","337","1599","25","928","646"
"2626","Application Filed","Not Allowed","91","1599","25","928","646"
"2626","Interview","Allowed","509","1599","25","928","646"
"2626","Appeal","Not Allowed","15","1599","25","928","646"
"2626","Interview","Not Allowed","419","1599","25","928","646"
"2626","RCE","Not Allowed","640","1599","25","928","646"
"2627","RCE","Not Allowed","540","1271","21","705","545"
"2627","Appeal","Allowed","8","1271","21","705","545"
"2627","Application Filed","Allowed","373","1271","21","705","545"
"2627","Interview","Allowed","289","1271","21","705","545"
"2627","Application Filed","Not Allowed","76","1271","21","705","545"
"2627","Appeal","Partially Allowed","1","1271","21","705","545"
"2627","Interview","Not Allowed","416","1271","21","705","545"
"2627","Appeal","Not Allowed","12","1271","21","705","545"
"2627","RCE","Allowed","5","1271","21","705","545"
"2628","Interview","Allowed","343","1096","15","619","462"
"2628","Application Filed","Allowed","580","1096","15","619","462"
"2628","Appeal","Allowed","6","1096","15","619","462"
"2628","RCE","Allowed","3","1096","15","619","462"
"2628","Interview","Not Allowed","276","1096","15","619","462"
"2628","RCE","Not Allowed","459","1096","15","619","462"
"2628","Appeal","Partially Allowed","1","1096","15","619","462"
"2628","Application Filed","Not Allowed","90","1096","15","619","462"
"2628","Appeal","Not Allowed","8","1096","15","619","462"
"2631","Appeal","Allowed","15","1526","35","901","590"
"2631","Appeal","Partially Allowed","3","1526","35","901","590"
"2631","Application Filed","Not Allowed","115","1526","35","901","590"
"2631","RCE","Not Allowed","587","1526","35","901","590"
"2631","Interview","Not Allowed","307","1526","35","901","590"
"2631","RCE","Allowed","3","1526","35","901","590"
"2631","Interview","Allowed","594","1526","35","901","590"
"2631","Appeal","Not Allowed","17","1526","35","901","590"
"2631","Application Filed","Allowed","816","1526","35","901","590"
"2632","Appeal","Allowed","9","1569","30","887","652"
"2632","Interview","Allowed","600","1569","30","887","652"
"2632","Interview","Not Allowed","287","1569","30","887","652"
"2632","RCE","Not Allowed","648","1569","30","887","652"
"2632","RCE","Allowed","4","1569","30","887","652"
"2632","Appeal","Partially Allowed","1","1569","30","887","652"
"2632","Application Filed","Not Allowed","100","1569","30","887","652"
"2632","Application Filed","Allowed","902","1569","30","887","652"
"2632","Appeal","Not Allowed","20","1569","30","887","652"
"2633","Interview","Not Allowed","372","1770","23","1130","617"
"2633","Appeal","Allowed","7","1770","23","1130","617"
"2633","Application Filed","Allowed","490","1770","23","1130","617"
"2633","Application Filed","Not Allowed","68","1770","23","1130","617"
"2633","RCE","Not Allowed","613","1770","23","1130","617"
"2633","Interview","Allowed","758","1770","23","1130","617"
"2633","Appeal","Not Allowed","16","1770","23","1130","617"
"2633","RCE","Allowed","4","1770","23","1130","617"
"2636","Application Filed","Allowed","669","1171","29","653","489"
"2636","Interview","Allowed","439","1171","29","653","489"
"2636","RCE","Not Allowed","486","1171","29","653","489"
"2636","RCE","Allowed","3","1171","29","653","489"
"2636","Appeal","Allowed","6","1171","29","653","489"
"2636","Interview","Not Allowed","214","1171","29","653","489"
"2636","Application Filed","Not Allowed","138","1171","29","653","489"
"2636","Appeal","Appeal dismissed","1","1171","29","653","489"
"2636","Appeal","Not Allowed","22","1171","29","653","489"
"2637","RCE","Not Allowed","335","1019","27","654","338"
"2637","RCE","Allowed","3","1019","27","654","338"
"2637","Interview","Allowed","499","1019","27","654","338"
"2637","Appeal","Not Allowed","19","1019","27","654","338"
"2637","Interview","Not Allowed","155","1019","27","654","338"
"2637","Application Filed","Not Allowed","70","1019","27","654","338"
"2637","Application Filed","Allowed","560","1019","27","654","338"
"2637","Appeal","Partially Allowed","1","1019","27","654","338"
"2637","Appeal","Allowed","7","1019","27","654","338"
"2641","Appeal","Not Allowed","35","2105","48","1346","711"
"2641","Interview","Not Allowed","527","2105","48","1346","711"
"2641","Appeal","Allowed","13","2105","48","1346","711"
"2641","Application Filed","Allowed","264","2105","48","1346","711"
"2641","Application Filed","Not Allowed","95","2105","48","1346","711"
"2641","Interview","Allowed","819","2105","48","1346","711"
"2641","RCE","Allowed","4","2105","48","1346","711"
"2641","RCE","Not Allowed","707","2105","48","1346","711"
"2642","Application Filed","Allowed","515","2530","38","1608","884"
"2642","Interview","Allowed","902","2530","38","1608","884"
"2642","RCE","Not Allowed","878","2530","38","1608","884"
"2642","Application Filed","Not Allowed","96","2530","38","1608","884"
"2642","Appeal","Not Allowed","18","2530","38","1608","884"
"2642","Appeal","Allowed","20","2530","38","1608","884"
"2642","Interview","Not Allowed","706","2530","38","1608","884"
"2642","RCE","Allowed","6","2530","38","1608","884"
"2643","Appeal","Partially Allowed","1","2031","55","1189","787"
"2643","RCE","Not Allowed","777","2031","55","1189","787"
"2643","Interview","Allowed","623","2031","55","1189","787"
"2643","Application Filed","Not Allowed","73","2031","55","1189","787"
"2643","Application Filed","Allowed","287","2031","55","1189","787"
"2643","Appeal","Not Allowed","23","2031","55","1189","787"
"2643","RCE","Allowed","10","2031","55","1189","787"
"2643","Appeal","Allowed","31","2031","55","1189","787"
"2643","Interview","Not Allowed","566","2031","55","1189","787"
"2644","Interview","Allowed","776","2060","32","1339","689"
"2644","RCE","Not Allowed","686","2060","32","1339","689"
"2644","Application Filed","Allowed","286","2060","32","1339","689"
"2644","Application Filed","Not Allowed","88","2060","32","1339","689"
"2644","Appeal","Partially Allowed","1","2060","32","1339","689"
"2644","Interview","Not Allowed","563","2060","32","1339","689"
"2644","RCE","Allowed","3","2060","32","1339","689"
"2644","Appeal","Allowed","10","2060","32","1339","689"
"2644","Appeal","Not Allowed","21","2060","32","1339","689"
"2645","Appeal","Allowed","16","2613","33","1725","855"
"2645","Appeal","Not Allowed","15","2613","33","1725","855"
"2645","RCE","Allowed","4","2613","33","1725","855"
"2645","RCE","Not Allowed","851","2613","33","1725","855"
"2645","Interview","Allowed","1105","2613","33","1725","855"
"2645","Interview","Not Allowed","620","2613","33","1725","855"
"2645","Appeal","Partially Allowed","2","2613","33","1725","855"
"2645","Application Filed","Allowed","553","2613","33","1725","855"
"2645","Application Filed","Not Allowed","114","2613","33","1725","855"
"2646","Application Filed","Allowed","456","1754","37","1028","689"
"2646","Interview","Allowed","553","1754","37","1028","689"
"2646","RCE","Allowed","6","1754","37","1028","689"
"2646","Application Filed","Not Allowed","94","1754","37","1028","689"
"2646","Appeal","Allowed","9","1754","37","1028","689"
"2646","RCE","Not Allowed","683","1754","37","1028","689"
"2646","Appeal","Not Allowed","25","1754","37","1028","689"
"2646","Interview","Not Allowed","475","1754","37","1028","689"
"2646","Appeal","Partially Allowed","3","1754","37","1028","689"
"2647","Appeal","Not Allowed","18","2064","40","1180","844"
"2647","Interview","Allowed","549","2064","40","1180","844"
"2647","Application Filed","Not Allowed","95","2064","40","1180","844"
"2647","Appeal","Allowed","22","2064","40","1180","844"
"2647","Interview","Not Allowed","631","2064","40","1180","844"
"2647","Application Filed","Allowed","491","2064","40","1180","844"
"2647","RCE","Allowed","6","2064","40","1180","844"
"2647","RCE","Not Allowed","838","2064","40","1180","844"
"2648","Application Filed","Not Allowed","158","1759","49","980","730"
"2648","Appeal","Allowed","23","1759","49","980","730"
"2648","RCE","Not Allowed","728","1759","49","980","730"
"2648","Application Filed","Allowed","708","1759","49","980","730"
"2648","Interview","Not Allowed","460","1759","49","980","730"
"2648","Appeal","Partially Allowed","1","1759","49","980","730"
"2648","Appeal","Not Allowed","25","1759","49","980","730"
"2648","RCE","Allowed","2","1759","49","980","730"
"2648","Interview","Allowed","520","1759","49","980","730"
"2649","Application Filed","Not Allowed","149","1431","26","870","535"
"2649","RCE","Allowed","6","1431","26","870","535"
"2649","Appeal","Not Allowed","11","1431","26","870","535"
"2649","RCE","Not Allowed","529","1431","26","870","535"
"2649","Appeal","Partially Allowed","1","1431","26","870","535"
"2649","Appeal","Allowed","14","1431","26","870","535"
"2649","Interview","Not Allowed","340","1431","26","870","535"
"2649","Interview","Allowed","530","1431","26","870","535"
"2649","Application Filed","Allowed","591","1431","26","870","535"
"2651","RCE","Allowed","4","1885","75","1050","760"
"2651","Application Filed","Allowed","541","1885","75","1050","760"
"2651","Appeal","Partially Allowed","4","1885","75","1050","760"
"2651","RCE","Not Allowed","756","1885","75","1050","760"
"2651","Appeal","Allowed","35","1885","75","1050","760"
"2651","Interview","Allowed","523","1885","75","1050","760"
"2651","Interview","Not Allowed","527","1885","75","1050","760"
"2651","Appeal","Not Allowed","36","1885","75","1050","760"
"2651","Application Filed","Not Allowed","161","1885","75","1050","760"
"2652","Appeal","Allowed","12","1917","31","1215","671"
"2652","Application Filed","Allowed","501","1917","31","1215","671"
"2652","Interview","Allowed","680","1917","31","1215","671"
"2652","Appeal","Not Allowed","19","1917","31","1215","671"
"2652","RCE","Allowed","5","1917","31","1215","671"
"2652","Application Filed","Not Allowed","137","1917","31","1215","671"
"2652","Interview","Not Allowed","535","1917","31","1215","671"
"2652","RCE","Not Allowed","666","1917","31","1215","671"
"2653","Appeal","Not Allowed","11","1496","20","931","545"
"2653","Appeal","Partially Allowed","1","1496","20","931","545"
"2653","Application Filed","Not Allowed","105","1496","20","931","545"
"2653","Appeal","Allowed","8","1496","20","931","545"
"2653","Interview","Allowed","566","1496","20","931","545"
"2653","Application Filed","Allowed","408","1496","20","931","545"
"2653","RCE","Not Allowed","541","1496","20","931","545"
"2653","Interview","Not Allowed","365","1496","20","931","545"
"2653","RCE","Allowed","4","1496","20","931","545"
"2654","Interview","Not Allowed","611","2153","28","1364","761"
"2654","RCE","Not Allowed","758","2153","28","1364","761"
"2654","Application Filed","Allowed","379","2153","28","1364","761"
"2654","Interview","Allowed","753","2153","28","1364","761"
"2654","RCE","Allowed","3","2153","28","1364","761"
"2654","Application Filed","Not Allowed","133","2153","28","1364","761"
"2654","Appeal","Not Allowed","15","2153","28","1364","761"
"2654","Appeal","Allowed","13","2153","28","1364","761"
"2655","Application Filed","Allowed","222","1144","15","688","441"
"2655","Appeal","Not Allowed","9","1144","15","688","441"
"2655","Appeal","Allowed","5","1144","15","688","441"
"2655","Appeal","Partially Allowed","1","1144","15","688","441"
"2655","RCE","Not Allowed","441","1144","15","688","441"
"2655","Interview","Not Allowed","354","1144","15","688","441"
"2655","Application Filed","Not Allowed","96","1144","15","688","441"
"2655","Interview","Allowed","334","1144","15","688","441"
"2656","Application Filed","Allowed","389","1652","21","1065","566"
"2656","Appeal","Allowed","11","1652","21","1065","566"
"2656","RCE","Not Allowed","562","1652","21","1065","566"
"2656","Application Filed","Not Allowed","124","1652","21","1065","566"
"2656","Appeal","Partially Allowed","1","1652","21","1065","566"
"2656","Interview","Allowed","539","1652","21","1065","566"
"2656","RCE","Allowed","4","1652","21","1065","566"
"2656","Interview","Not Allowed","526","1652","21","1065","566"
"2656","Appeal","Not Allowed","9","1652","21","1065","566"
"2657","Appeal","Not Allowed","10","1666","20","1052","594"
"2657","Application Filed","Allowed","179","1666","20","1052","594"
"2657","RCE","Allowed","3","1666","20","1052","594"
"2657","RCE","Not Allowed","591","1666","20","1052","594"
"2657","Appeal","Allowed","9","1666","20","1052","594"
"2657","Appeal","Partially Allowed","1","1666","20","1052","594"
"2657","Application Filed","Not Allowed","59","1666","20","1052","594"
"2657","Interview","Allowed","461","1666","20","1052","594"
"2657","Interview","Not Allowed","591","1666","20","1052","594"
"2658","Interview","Allowed","512","1458","14","980","464"
"2658","Interview","Not Allowed","468","1458","14","980","464"
"2658","RCE","Allowed","2","1458","14","980","464"
"2658","Appeal","Allowed","5","1458","14","980","464"
"2658","Application Filed","Allowed","171","1458","14","980","464"
"2658","Application Filed","Not Allowed","101","1458","14","980","464"
"2658","Appeal","Not Allowed","9","1458","14","980","464"
"2658","RCE","Not Allowed","462","1458","14","980","464"
"2659","Application Filed","Allowed","92","1678","26","1141","511"
"2659","Interview","Allowed","633","1678","26","1141","511"
"2659","RCE","Not Allowed","509","1678","26","1141","511"
"2659","Application Filed","Not Allowed","73","1678","26","1141","511"
"2659","RCE","Allowed","2","1678","26","1141","511"
"2659","Appeal","Allowed","14","1678","26","1141","511"
"2659","Appeal","Not Allowed","12","1678","26","1141","511"
"2659","Interview","Not Allowed","508","1678","26","1141","511"
"2661","Appeal","Not Allowed","12","1750","15","1158","577"
"2661","Application Filed","Not Allowed","95","1750","15","1158","577"
"2661","Interview","Allowed","655","1750","15","1158","577"
"2661","RCE","Allowed","3","1750","15","1158","577"
"2661","Appeal","Allowed","3","1750","15","1158","577"
"2661","RCE","Not Allowed","574","1750","15","1158","577"
"2661","Application Filed","Allowed","291","1750","15","1158","577"
"2661","Interview","Not Allowed","503","1750","15","1158","577"
"2662","Application Filed","Allowed","516","1202","10","820","372"
"2662","Appeal","Allowed","3","1202","10","820","372"
"2662","RCE","Not Allowed","369","1202","10","820","372"
"2662","Application Filed","Not Allowed","90","1202","10","820","372"
"2662","RCE","Allowed","3","1202","10","820","372"
"2662","Interview","Not Allowed","267","1202","10","820","372"
"2662","Interview","Allowed","553","1202","10","820","372"
"2662","Appeal","Not Allowed","7","1202","10","820","372"
"2663","Application Filed","Allowed","235","1324","13","813","498"
"2663","Appeal","Allowed","5","1324","13","813","498"
"2663","Interview","Allowed","370","1324","13","813","498"
"2663","RCE","Not Allowed","497","1324","13","813","498"
"2663","RCE","Allowed","1","1324","13","813","498"
"2663","Appeal","Not Allowed","8","1324","13","813","498"
"2663","Application Filed","Not Allowed","66","1324","13","813","498"
"2663","Interview","Not Allowed","443","1324","13","813","498"
"2664","Application Filed","Not Allowed","112","1455","30","911","514"
"2664","Appeal","Not Allowed","14","1455","30","911","514"
"2664","Appeal","Partially Allowed","1","1455","30","911","514"
"2664","Application Filed","Allowed","583","1455","30","911","514"
"2664","RCE","Allowed","2","1455","30","911","514"
"2664","Appeal","Allowed","15","1455","30","911","514"
"2664","Interview","Not Allowed","399","1455","30","911","514"
"2664","Interview","Allowed","512","1455","30","911","514"
"2664","RCE","Not Allowed","512","1455","30","911","514"
"2665","Interview","Allowed","509","1214","8","779","427"
"2665","Application Filed","Allowed","664","1214","8","779","427"
"2665","RCE","Allowed","5","1214","8","779","427"
"2665","Application Filed","Not Allowed","115","1214","8","779","427"
"2665","RCE","Not Allowed","422","1214","8","779","427"
"2665","Interview","Not Allowed","270","1214","8","779","427"
"2665","Appeal","Allowed","4","1214","8","779","427"
"2665","Appeal","Not Allowed","4","1214","8","779","427"
"2666","Application Filed","Not Allowed","90","1279","16","790","473"
"2666","Interview","Allowed","465","1279","16","790","473"
"2666","Application Filed","Allowed","428","1279","16","790","473"
"2666","RCE","Allowed","1","1279","16","790","473"
"2666","Interview","Not Allowed","325","1279","16","790","473"
"2666","RCE","Not Allowed","472","1279","16","790","473"
"2666","Appeal","Not Allowed","9","1279","16","790","473"
"2666","Appeal","Allowed","7","1279","16","790","473"
"2667","Appeal","Not Allowed","6","1799","22","1271","506"
"2667","RCE","Not Allowed","501","1799","22","1271","506"
"2667","Application Filed","Not Allowed","115","1799","22","1271","506"
"2667","RCE","Allowed","5","1799","22","1271","506"
"2667","Appeal","Partially Allowed","1","1799","22","1271","506"
"2667","Appeal","Allowed","15","1799","22","1271","506"
"2667","Interview","Allowed","847","1799","22","1271","506"
"2667","Interview","Not Allowed","424","1799","22","1271","506"
"2667","Application Filed","Allowed","375","1799","22","1271","506"
"2668","RCE","Allowed","1","1388","11","960","417"
"2668","Application Filed","Allowed","555","1388","11","960","417"
"2668","Application Filed","Not Allowed","137","1388","11","960","417"
"2668","Appeal","Not Allowed","6","1388","11","960","417"
"2668","Interview","Not Allowed","314","1388","11","960","417"
"2668","Interview","Allowed","646","1388","11","960","417"
"2668","RCE","Not Allowed","416","1388","11","960","417"
"2668","Appeal","Allowed","5","1388","11","960","417"
"2669","RCE","Allowed","1","1372","9","1010","353"
"2669","Appeal","Allowed","4","1372","9","1010","353"
"2669","Application Filed","Allowed","400","1372","9","1010","353"
"2669","Interview","Allowed","666","1372","9","1010","353"
"2669","RCE","Not Allowed","352","1372","9","1010","353"
"2669","Appeal","Not Allowed","5","1372","9","1010","353"
"2669","Application Filed","Not Allowed","98","1372","9","1010","353"
"2669","Interview","Not Allowed","344","1372","9","1010","353"
"2672","Appeal","Partially Allowed","3","1000","14","491","495"
"2672","Interview","Allowed","256","1000","14","491","495"
"2672","Appeal","Not Allowed","7","1000","14","491","495"
"2672","Appeal","Allowed","4","1000","14","491","495"
"2672","Application Filed","Not Allowed","80","1000","14","491","495"
"2672","RCE","Allowed","3","1000","14","491","495"
"2672","Application Filed","Allowed","722","1000","14","491","495"
"2672","RCE","Not Allowed","492","1000","14","491","495"
"2672","Interview","Not Allowed","235","1000","14","491","495"
"2674","Interview","Allowed","391","1372","16","790","566"
"2674","Application Filed","Allowed","418","1372","16","790","566"
"2674","Interview","Not Allowed","399","1372","16","790","566"
"2674","Application Filed","Not Allowed","67","1372","16","790","566"
"2674","Appeal","Allowed","8","1372","16","790","566"
"2674","RCE","Allowed","6","1372","16","790","566"
"2674","Appeal","Partially Allowed","1","1372","16","790","566"
"2674","Appeal","Not Allowed","7","1372","16","790","566"
"2674","RCE","Not Allowed","560","1372","16","790","566"
"2675","Appeal","Not Allowed","11","1295","14","659","622"
"2675","Application Filed","Not Allowed","79","1295","14","659","622"
"2675","RCE","Not Allowed","617","1295","14","659","622"
"2675","Application Filed","Allowed","674","1295","14","659","622"
"2675","Interview","Allowed","354","1295","14","659","622"
"2675","Appeal","Allowed","2","1295","14","659","622"
"2675","RCE","Allowed","5","1295","14","659","622"
"2675","Interview","Not Allowed","305","1295","14","659","622"
"2675","Appeal","Partially Allowed","1","1295","14","659","622"
"2676","Application Filed","Allowed","11","1",,"1",
"2676","Application Filed","Not Allowed","4","1",,"1",
"2676","Interview","Allowed","1","1",,"1",
"2677","RCE","Not Allowed","612","1540","12","909","619"
"2677","Interview","Allowed","534","1540","12","909","619"
"2677","Appeal","Not Allowed","4","1540","12","909","619"
"2677","Application Filed","Not Allowed","98","1540","12","909","619"
"2677","Appeal","Allowed","8","1540","12","909","619"
"2677","Interview","Not Allowed","375","1540","12","909","619"
"2677","Application Filed","Allowed","438","1540","12","909","619"
"2677","RCE","Allowed","7","1540","12","909","619"
"2683","Interview","Allowed","602","1853","48","1113","692"
"2683","Application Filed","Allowed","358","1853","48","1113","692"
"2683","Interview","Not Allowed","511","1853","48","1113","692"
"2683","Appeal","Partially Allowed","1","1853","48","1113","692"
"2683","RCE","Not Allowed","690","1853","48","1113","692"
"2683","RCE","Allowed","2","1853","48","1113","692"
"2683","Appeal","Not Allowed","38","1853","48","1113","692"
"2683","Application Filed","Not Allowed","165","1853","48","1113","692"
"2683","Appeal","Allowed","9","1853","48","1113","692"
"2684","Appeal","Not Allowed","24","1742","38","1106","598"
"2684","Appeal","Partially Allowed","2","1742","38","1106","598"
"2684","Interview","Allowed","680","1742","38","1106","598"
"2684","RCE","Allowed","4","1742","38","1106","598"
"2684","Appeal","Allowed","11","1742","38","1106","598"
"2684","Appeal","Appeal dismissed","1","1742","38","1106","598"
"2684","RCE","Not Allowed","594","1742","38","1106","598"
"2684","Application Filed","Not Allowed","203","1742","38","1106","598"
"2684","Application Filed","Allowed","393","1742","38","1106","598"
"2684","Interview","Not Allowed","426","1742","38","1106","598"
"2685","RCE","Not Allowed","659","2116","47","1409","660"
"2685","Application Filed","Not Allowed","203","2116","47","1409","660"
"2685","Interview","Allowed","888","2116","47","1409","660"
"2685","Appeal","Allowed","17","2116","47","1409","660"
"2685","Interview","Not Allowed","521","2116","47","1409","660"
"2685","Application Filed","Allowed","403","2116","47","1409","660"
"2685","RCE","Allowed","1","2116","47","1409","660"
"2685","Appeal","Not Allowed","30","2116","47","1409","660"
"2686","Interview","Allowed","121","190",,"151","39"
"2686","RCE","Not Allowed","37","190",,"151","39"
"2686","Application Filed","Not Allowed","23","190",,"151","39"
"2686","Interview","Not Allowed","30","190",,"151","39"
"2686","Application Filed","Allowed","239","190",,"151","39"
"2686","RCE","Allowed","2","190",,"151","39"
