"examiner_name","node","node_next","route_application","total_application","appeal_application","interview_application","rce_application"
"MARSHALL, CHRISTLE I","Application Filed","Allowed","21","65","1","34","30"
"MARSHALL, CHRISTLE I","Interview","Allowed","18","65","1","34","30"
"MARSHALL, CHRISTLE I","RCE","Not Allowed","29","65","1","34","30"
"MARSHALL, CHRISTLE I","Appeal","Not Allowed","1","65","1","34","30"
"MARSHALL, CHRISTLE I","Interview","Not Allowed","16","65","1","34","30"
"MARSHALL, CHRISTLE I","Application Filed","Not Allowed","11","65","1","34","30"
"MARSHALL, CHRISTLE I","RCE","Allowed","1","65","1","34","30"
"MARTELLO, EDWARD","RCE","Allowed","1","133","5","82","46"
"MARTELLO, EDWARD","RCE","Not Allowed","45","133","5","82","46"
"MARTELLO, EDWARD","Interview","Not Allowed","38","133","5","82","46"
"MARTELLO, EDWARD","Appeal","Not Allowed","2","133","5","82","46"
"MARTELLO, EDWARD","Application Filed","Not Allowed","16","133","5","82","46"
"MARTELLO, EDWARD","Application Filed","Allowed","16","133","5","82","46"
"MARTELLO, EDWARD","Interview","Allowed","44","133","5","82","46"
"MARTELLO, EDWARD","Appeal","Allowed","3","133","5","82","46"
"MARTI-SANTOS, XAVIER","Application Filed","Allowed","412","110",,"110",
"MARTI-SANTOS, XAVIER","Interview","Not Allowed","1","110",,"110",
"MARTI-SANTOS, XAVIER","Interview","Allowed","109","110",,"110",
"MARTIN, ALEA NATASHA","Interview","Allowed","10","14",,"11","3"
"MARTIN, ALEA NATASHA","RCE","Not Allowed","3","14",,"11","3"
"MARTIN, ALEA NATASHA","Application Filed","Allowed","7","14",,"11","3"
"MARTIN, ALEA NATASHA","Application Filed","Not Allowed","4","14",,"11","3"
"MARTIN, ALEA NATASHA","Interview","Not Allowed","1","14",,"11","3"
"MARTIN, ANGELA J","Interview","Allowed","14","101","5","53","43"
"MARTIN, ANGELA J","Appeal","Allowed","3","101","5","53","43"
"MARTIN, ANGELA J","Application Filed","Not Allowed","7","101","5","53","43"
"MARTIN, ANGELA J","RCE","Not Allowed","43","101","5","53","43"
"MARTIN, ANGELA J","Interview","Not Allowed","39","101","5","53","43"
"MARTIN, ANGELA J","Appeal","Not Allowed","2","101","5","53","43"
"MARTIN, ANGELA J","Application Filed","Allowed","7","101","5","53","43"
"MARTIN, AUBREY FALLON","Application Filed","Allowed","1",,,,
"MARTIN, BETHANY LAMBRIGHT","Interview","Not Allowed","63","167","1","87","79"
"MARTIN, BETHANY LAMBRIGHT","RCE","Not Allowed","79","167","1","87","79"
"MARTIN, BETHANY LAMBRIGHT","Application Filed","Allowed","1","167","1","87","79"
"MARTIN, BETHANY LAMBRIGHT","Application Filed","Not Allowed","12","167","1","87","79"
"MARTIN, BETHANY LAMBRIGHT","Interview","Allowed","24","167","1","87","79"
"MARTIN, BETHANY LAMBRIGHT","Appeal","Allowed","1","167","1","87","79"
"MARTIN, ELIZABETH J","Interview","Allowed","71","154","3","105","46"
"MARTIN, ELIZABETH J","Interview","Not Allowed","34","154","3","105","46"
"MARTIN, ELIZABETH J","Appeal","Allowed","1","154","3","105","46"
"MARTIN, ELIZABETH J","RCE","Not Allowed","46","154","3","105","46"
"MARTIN, ELIZABETH J","Application Filed","Allowed","31","154","3","105","46"
"MARTIN, ELIZABETH J","Appeal","Not Allowed","2","154","3","105","46"
"MARTIN, ELIZABETH J","Application Filed","Not Allowed","27","154","3","105","46"
"MARTIN, MATTHEW T","Application Filed","Allowed","3","22",,"18","4"
"MARTIN, MATTHEW T","RCE","Not Allowed","4","22",,"18","4"
"MARTIN, MATTHEW T","Interview","Allowed","15","22",,"18","4"
"MARTIN, MATTHEW T","Application Filed","Not Allowed","7","22",,"18","4"
"MARTIN, MATTHEW T","Interview","Not Allowed","3","22",,"18","4"
"MARTIN, PAUL C","Application Filed","Allowed","1","140","6","57","77"
"MARTIN, PAUL C","Appeal","Partially Allowed","1","140","6","57","77"
"MARTIN, PAUL C","Interview","Allowed","15","140","6","57","77"
"MARTIN, PAUL C","Application Filed","Not Allowed","17","140","6","57","77"
"MARTIN, PAUL C","Interview","Not Allowed","42","140","6","57","77"
"MARTIN, PAUL C","Appeal","Not Allowed","5","140","6","57","77"
"MARTIN, PAUL C","RCE","Not Allowed","77","140","6","57","77"
"MARTIN, VERONICA","Interview","Not Allowed","26","93","4","52","37"
"MARTIN, VERONICA","Interview","Allowed","26","93","4","52","37"
"MARTIN, VERONICA","Appeal","Not Allowed","4","93","4","52","37"
"MARTIN, VERONICA","Application Filed","Not Allowed","4","93","4","52","37"
"MARTIN, VERONICA","RCE","Not Allowed","37","93","4","52","37"
"MARTIN, VERONICA","Application Filed","Allowed","9","93","4","52","37"
"MARTINELL, JAMES","Application Filed","Not Allowed","6","33",,"23","10"
"MARTINELL, JAMES","RCE","Not Allowed","10","33",,"23","10"
"MARTINELL, JAMES","Interview","Allowed","20","33",,"23","10"
"MARTINELL, JAMES","Interview","Not Allowed","3","33",,"23","10"
"MARTINELL, JAMES","Application Filed","Allowed","7","33",,"23","10"
"MARTINEZ BORRERO, LUIS A","Application Filed","Not Allowed","8","85","1","48","36"
"MARTINEZ BORRERO, LUIS A","RCE","Allowed","1","85","1","48","36"
"MARTINEZ BORRERO, LUIS A","RCE","Not Allowed","35","85","1","48","36"
"MARTINEZ BORRERO, LUIS A","Interview","Not Allowed","31","85","1","48","36"
"MARTINEZ BORRERO, LUIS A","Appeal","Allowed","1","85","1","48","36"
"MARTINEZ BORRERO, LUIS A","Application Filed","Allowed","12","85","1","48","36"
"MARTINEZ BORRERO, LUIS A","Interview","Allowed","17","85","1","48","36"
"MARTINEZ QUILES, IVELISSE","Interview","Allowed","53","96",,"75","21"
"MARTINEZ QUILES, IVELISSE","RCE","Not Allowed","21","96",,"75","21"
"MARTINEZ QUILES, IVELISSE","Application Filed","Allowed","5","96",,"75","21"
"MARTINEZ QUILES, IVELISSE","Application Filed","Not Allowed","9","96",,"75","21"
"MARTINEZ QUILES, IVELISSE","Interview","Not Allowed","22","96",,"75","21"
"MARTINEZ, DAVID E","Application Filed","Not Allowed","3","85",,"59","26"
"MARTINEZ, DAVID E","Application Filed","Allowed","28","85",,"59","26"
"MARTINEZ, DAVID E","Interview","Not Allowed","10","85",,"59","26"
"MARTINEZ, DAVID E","RCE","Not Allowed","26","85",,"59","26"
"MARTINEZ, DAVID E","Interview","Allowed","49","85",,"59","26"
"MARTINEZ, JOSEPH P","Interview","Not Allowed","5","40",,"18","22"
"MARTINEZ, JOSEPH P","Application Filed","Not Allowed","8","40",,"18","22"
"MARTINEZ, JOSEPH P","Interview","Allowed","13","40",,"18","22"
"MARTINEZ, JOSEPH P","Application Filed","Allowed","105","40",,"18","22"
"MARTINEZ, JOSEPH P","RCE","Not Allowed","22","40",,"18","22"
"MARTINEZ, TARA L","Interview","Allowed","59","132","2","86","44"
"MARTINEZ, TARA L","Interview","Not Allowed","27","132","2","86","44"
"MARTINEZ, TARA L","Application Filed","Not Allowed","15","132","2","86","44"
"MARTINEZ, TARA L","RCE","Not Allowed","44","132","2","86","44"
"MARTINEZ, TARA L","Appeal","Not Allowed","2","132","2","86","44"
"MARTINEZ, VANESSA","Interview","Allowed","1","1",,"1",
"MARTINEZ, VANESSA","Application Filed","Allowed","1","1",,"1",
"MARTINEZ-HERNAND, EDGAR R","Interview","Not Allowed","29","63",,"42","21"
"MARTINEZ-HERNAND, EDGAR R","Application Filed","Not Allowed","1","63",,"42","21"
"MARTINEZ-HERNAND, EDGAR R","RCE","Not Allowed","21","63",,"42","21"
"MARTINEZ-HERNAND, EDGAR R","Interview","Allowed","13","63",,"42","21"
"MARTINEZ-HERNANDE, EDGAR R","Application Filed","Allowed","1","12",,"8","4"
"MARTINEZ-HERNANDE, EDGAR R","Interview","Allowed","3","12",,"8","4"
"MARTINEZ-HERNANDE, EDGAR R","Interview","Not Allowed","5","12",,"8","4"
"MARTINEZ-HERNANDE, EDGAR R","Application Filed","Not Allowed","1","12",,"8","4"
"MARTINEZ-HERNANDE, EDGAR R","RCE","Not Allowed","4","12",,"8","4"
"MARTINEZ-RIVERA, LLORELYS M","Application Filed","Not Allowed","6","312","13","299",
"MARTINEZ-RIVERA, LLORELYS M","Interview","Allowed","293","312","13","299",
"MARTINEZ-RIVERA, LLORELYS M","Interview","Not Allowed","6","312","13","299",
"MARTINEZ-RIVERA, LLORELYS M","Appeal","Allowed","13","312","13","299",
"MARTINEZ-RIVERA, LLORELYS M","Application Filed","Allowed","387","312","13","299",
"MARUF, SHEIKH","Interview","Allowed","59","130","1","87","42"
"MARUF, SHEIKH","Interview","Not Allowed","28","130","1","87","42"
"MARUF, SHEIKH","Application Filed","Not Allowed","3","130","1","87","42"
"MARUF, SHEIKH","Application Filed","Allowed","80","130","1","87","42"
"MARUF, SHEIKH","Appeal","Not Allowed","1","130","1","87","42"
"MARUF, SHEIKH","RCE","Not Allowed","42","130","1","87","42"
"MARVICH, MARIA","Interview","Not Allowed","41","120","2","66","52"
"MARVICH, MARIA","Appeal","Not Allowed","2","120","2","66","52"
"MARVICH, MARIA","Interview","Allowed","25","120","2","66","52"
"MARVICH, MARIA","Application Filed","Not Allowed","19","120","2","66","52"
"MARVICH, MARIA","RCE","Not Allowed","52","120","2","66","52"
"MASALIMOVA, YELIZAVETA YURYEVNA","Application Filed","Allowed","88","34",,"34",
"MASALIMOVA, YELIZAVETA YURYEVNA","Interview","Allowed","32","34",,"34",
"MASALIMOVA, YELIZAVETA YURYEVNA","Interview","Not Allowed","2","34",,"34",
"MASHRUWALA, NIKHIL P","Interview","Allowed","77","102","1","91","10"
"MASHRUWALA, NIKHIL P","Interview","Not Allowed","14","102","1","91","10"
"MASHRUWALA, NIKHIL P","Application Filed","Allowed","27","102","1","91","10"
"MASHRUWALA, NIKHIL P","Appeal","Not Allowed","1","102","1","91","10"
"MASHRUWALA, NIKHIL P","Application Filed","Not Allowed","6","102","1","91","10"
"MASHRUWALA, NIKHIL P","RCE","Not Allowed","10","102","1","91","10"
"MASIH, KAREN","Application Filed","Not Allowed","6","34",,"26","8"
"MASIH, KAREN","RCE","Not Allowed","8","34",,"26","8"
"MASIH, KAREN","Application Filed","Allowed","52","34",,"26","8"
"MASIH, KAREN","Interview","Allowed","26","34",,"26","8"
"MASINICK, JONATHAN PETER","Application Filed","Allowed","54","41",,"28","13"
"MASINICK, JONATHAN PETER","Interview","Not Allowed","3","41",,"28","13"
"MASINICK, JONATHAN PETER","RCE","Not Allowed","13","41",,"28","13"
"MASINICK, JONATHAN PETER","Application Filed","Not Allowed","19","41",,"28","13"
"MASINICK, JONATHAN PETER","Interview","Allowed","25","41",,"28","13"
"MASINICK, MICHAEL D","Interview","Not Allowed","36","106","3","66","37"
"MASINICK, MICHAEL D","RCE","Not Allowed","37","106","3","66","37"
"MASINICK, MICHAEL D","Interview","Allowed","30","106","3","66","37"
"MASINICK, MICHAEL D","Appeal","Allowed","2","106","3","66","37"
"MASINICK, MICHAEL D","Application Filed","Not Allowed","5","106","3","66","37"
"MASINICK, MICHAEL D","Appeal","Not Allowed","1","106","3","66","37"
"MASINICK, MICHAEL D","Application Filed","Allowed","19","106","3","66","37"
"MASKELL, MICHAEL P","Application Filed","Not Allowed","11","62","2","24","36"
"MASKELL, MICHAEL P","RCE","Not Allowed","36","62","2","24","36"
"MASKELL, MICHAEL P","Appeal","Not Allowed","2","62","2","24","36"
"MASKELL, MICHAEL P","Application Filed","Allowed","108","62","2","24","36"
"MASKELL, MICHAEL P","Interview","Allowed","18","62","2","24","36"
"MASKELL, MICHAEL P","Interview","Not Allowed","6","62","2","24","36"
"MASKULINSKI, MICHAEL C","RCE","Not Allowed","20","100",,"80","20"
"MASKULINSKI, MICHAEL C","Application Filed","Allowed","39","100",,"80","20"
"MASKULINSKI, MICHAEL C","Application Filed","Not Allowed","1","100",,"80","20"
"MASKULINSKI, MICHAEL C","Interview","Not Allowed","26","100",,"80","20"
"MASKULINSKI, MICHAEL C","Interview","Allowed","54","100",,"80","20"
"MASSAD, ABE L","RCE","Not Allowed","54","178","4","120","54"
"MASSAD, ABE L","Appeal","Not Allowed","4","178","4","120","54"
"MASSAD, ABE L","Interview","Allowed","58","178","4","120","54"
"MASSAD, ABE L","Application Filed","Not Allowed","31","178","4","120","54"
"MASSAD, ABE L","Interview","Not Allowed","62","178","4","120","54"
"MASSAD, ABE L","Application Filed","Allowed","1","178","4","120","54"
"MASTRODONATO, MARGARET G","RCE","Not Allowed","57","131","2","72","57"
"MASTRODONATO, MARGARET G","Interview","Allowed","27","131","2","72","57"
"MASTRODONATO, MARGARET G","Application Filed","Not Allowed","10","131","2","72","57"
"MASTRODONATO, MARGARET G","Application Filed","Allowed","8","131","2","72","57"
"MASTRODONATO, MARGARET G","Appeal","Allowed","1","131","2","72","57"
"MASTRODONATO, MARGARET G","Appeal","Not Allowed","1","131","2","72","57"
"MASTRODONATO, MARGARET G","Interview","Not Allowed","45","131","2","72","57"
"MASUD, ROKIB","Application Filed","Not Allowed","13","114","5","69","40"
"MASUD, ROKIB","RCE","Not Allowed","40","114","5","69","40"
"MASUD, ROKIB","Appeal","Not Allowed","5","114","5","69","40"
"MASUD, ROKIB","Interview","Allowed","24","114","5","69","40"
"MASUD, ROKIB","Interview","Not Allowed","45","114","5","69","40"
"MASUD, ROKIB","Application Filed","Allowed","1","114","5","69","40"
"MASUR, PAUL H","Interview","Allowed","32","45",,"38","7"
"MASUR, PAUL H","Application Filed","Not Allowed","5","45",,"38","7"
"MASUR, PAUL H","Interview","Not Allowed","6","45",,"38","7"
"MASUR, PAUL H","Application Filed","Allowed","12","45",,"38","7"
"MASUR, PAUL H","RCE","Not Allowed","7","45",,"38","7"
"MATA, SARA M","Application Filed","Not Allowed","8","104","5","45","54"
"MATA, SARA M","Appeal","Allowed","3","104","5","45","54"
"MATA, SARA M","Interview","Not Allowed","26","104","5","45","54"
"MATA, SARA M","RCE","Not Allowed","54","104","5","45","54"
"MATA, SARA M","Interview","Allowed","19","104","5","45","54"
"MATA, SARA M","Appeal","Not Allowed","2","104","5","45","54"
"MATA, SARA M","Application Filed","Allowed","4","104","5","45","54"
"MATES, ROBERT E","Interview","Not Allowed","13","91","1","63","27"
"MATES, ROBERT E","Interview","Allowed","50","91","1","63","27"
"MATES, ROBERT E","Application Filed","Allowed","4","91","1","63","27"
"MATES, ROBERT E","Application Filed","Not Allowed","12","91","1","63","27"
"MATES, ROBERT E","RCE","Not Allowed","27","91","1","63","27"
"MATES, ROBERT E","Appeal","Allowed","1","91","1","63","27"
"MATEY, MICHAEL A","Application Filed","Not Allowed","15","164","2","119","43"
"MATEY, MICHAEL A","RCE","Not Allowed","43","164","2","119","43"
"MATEY, MICHAEL A","Application Filed","Allowed","30","164","2","119","43"
"MATEY, MICHAEL A","Appeal","Not Allowed","1","164","2","119","43"
"MATEY, MICHAEL A","Appeal","Allowed","1","164","2","119","43"
"MATEY, MICHAEL A","Interview","Not Allowed","42","164","2","119","43"
"MATEY, MICHAEL A","Interview","Allowed","77","164","2","119","43"
"MATHARU, MANPREET S","Application Filed","Not Allowed","45",,,,
"MATHEW, FENN C","Application Filed","Not Allowed","7","1",,"1",
"MATHEW, FENN C","Interview","Not Allowed","1","1",,"1",
"MATHEW, MAX","Appeal","Not Allowed","2","77","3","54","20"
"MATHEW, MAX","RCE","Not Allowed","20","77","3","54","20"
"MATHEW, MAX","Interview","Allowed","35","77","3","54","20"
"MATHEW, MAX","Application Filed","Not Allowed","1","77","3","54","20"
"MATHEW, MAX","Application Filed","Allowed","9","77","3","54","20"
"MATHEW, MAX","Appeal","Partially Allowed","1","77","3","54","20"
"MATHEW, MAX","Interview","Not Allowed","19","77","3","54","20"
"MATHEW, SEEMA","Application Filed","Allowed","7","86",,"53","33"
"MATHEW, SEEMA","Application Filed","Not Allowed","8","86",,"53","33"
"MATHEW, SEEMA","RCE","Not Allowed","33","86",,"53","33"
"MATHEW, SEEMA","Interview","Allowed","28","86",,"53","33"
"MATHEW, SEEMA","Interview","Not Allowed","25","86",,"53","33"
"MATHEWS, CRYSTAL","Interview","Not Allowed","3","7",,"4","3"
"MATHEWS, CRYSTAL","Application Filed","Allowed","3","7",,"4","3"
"MATHEWS, CRYSTAL","Interview","Allowed","1","7",,"4","3"
"MATHEWS, CRYSTAL","RCE","Not Allowed","3","7",,"4","3"
"MATHEWS, CRYSTAL","Application Filed","Not Allowed","3","7",,"4","3"
"MATIN, TASNIMA","Interview","Allowed","32","116",,"73","43"
"MATIN, TASNIMA","Application Filed","Allowed","9","116",,"73","43"
"MATIN, TASNIMA","Interview","Not Allowed","41","116",,"73","43"
"MATIN, TASNIMA","RCE","Not Allowed","43","116",,"73","43"
"MATIN, TASNIMA","Application Filed","Not Allowed","8","116",,"73","43"
"MATOS NEGRON, TAINA DEL MAR","Application Filed","Not Allowed","11","72","3","54","15"
"MATOS NEGRON, TAINA DEL MAR","RCE","Not Allowed","15","72","3","54","15"
"MATOS NEGRON, TAINA DEL MAR","Interview","Not Allowed","25","72","3","54","15"
"MATOS NEGRON, TAINA DEL MAR","Interview","Allowed","29","72","3","54","15"
"MATOS NEGRON, TAINA DEL MAR","Appeal","Not Allowed","3","72","3","54","15"
"MATT, MARNIE A","Application Filed","Not Allowed","3","67",,"49","18"
"MATT, MARNIE A","Interview","Not Allowed","12","67",,"49","18"
"MATT, MARNIE A","Interview","Allowed","37","67",,"49","18"
"MATT, MARNIE A","Application Filed","Allowed","38","67",,"49","18"
"MATT, MARNIE A","RCE","Not Allowed","18","67",,"49","18"
"MATTA, ALEXANDER GEORGE","Appeal","Not Allowed","1","100","1","64","35"
"MATTA, ALEXANDER GEORGE","Interview","Allowed","5","100","1","64","35"
"MATTA, ALEXANDER GEORGE","Interview","Not Allowed","59","100","1","64","35"
"MATTA, ALEXANDER GEORGE","RCE","Not Allowed","35","100","1","64","35"
"MATTA, ALEXANDER GEORGE","Application Filed","Not Allowed","5","100","1","64","35"
"MATTEI, BRIAN DAVID","Interview","Allowed","11","30",,"17","13"
"MATTEI, BRIAN DAVID","Interview","Not Allowed","6","30",,"17","13"
"MATTEI, BRIAN DAVID","Application Filed","Allowed","16","30",,"17","13"
"MATTEI, BRIAN DAVID","RCE","Not Allowed","13","30",,"17","13"
"MATTEI, BRIAN DAVID","Application Filed","Not Allowed","9","30",,"17","13"
"MATTER, KRISTEN CLARETTE","Application Filed","Allowed","5","14",,"13","1"
"MATTER, KRISTEN CLARETTE","Interview","Not Allowed","3","14",,"13","1"
"MATTER, KRISTEN CLARETTE","RCE","Not Allowed","1","14",,"13","1"
"MATTER, KRISTEN CLARETTE","Application Filed","Not Allowed","8","14",,"13","1"
"MATTER, KRISTEN CLARETTE","Interview","Allowed","10","14",,"13","1"
"MATTHEWS, ANDRE L","Application Filed","Allowed","3","62","1","33","28"
"MATTHEWS, ANDRE L","Appeal","Not Allowed","1","62","1","33","28"
"MATTHEWS, ANDRE L","RCE","Not Allowed","28","62","1","33","28"
"MATTHEWS, ANDRE L","Interview","Allowed","16","62","1","33","28"
"MATTHEWS, ANDRE L","Application Filed","Not Allowed","1","62","1","33","28"
"MATTHEWS, ANDRE L","Interview","Not Allowed","17","62","1","33","28"
"MATTHEWS, CHRISTINE HOPKINS","Appeal","Not Allowed","1","134","1","87","46"
"MATTHEWS, CHRISTINE HOPKINS","Interview","Allowed","47","134","1","87","46"
"MATTHEWS, CHRISTINE HOPKINS","Interview","Not Allowed","40","134","1","87","46"
"MATTHEWS, CHRISTINE HOPKINS","RCE","Not Allowed","46","134","1","87","46"
"MATTHEWS, CHRISTINE HOPKINS","Application Filed","Allowed","16","134","1","87","46"
"MATTHEWS, CHRISTINE HOPKINS","Application Filed","Not Allowed","29","134","1","87","46"
"MATTHEWS, JENNIFER S","Application Filed","Allowed","24","102","5","54","43"
"MATTHEWS, JENNIFER S","Interview","Not Allowed","36","102","5","54","43"
"MATTHEWS, JENNIFER S","Application Filed","Not Allowed","14","102","5","54","43"
"MATTHEWS, JENNIFER S","Interview","Allowed","18","102","5","54","43"
"MATTHEWS, JENNIFER S","RCE","Not Allowed","43","102","5","54","43"
"MATTHEWS, JENNIFER S","Appeal","Not Allowed","5","102","5","54","43"
"MATTHEWS, TERRELL HOWARD","Interview","Allowed","23","44",,"25","19"
"MATTHEWS, TERRELL HOWARD","RCE","Not Allowed","19","44",,"25","19"
"MATTHEWS, TERRELL HOWARD","Interview","Not Allowed","2","44",,"25","19"
"MATTHEWS, TERRELL HOWARD","Application Filed","Not Allowed","25","44",,"25","19"
"MATTHEWS, TERRELL HOWARD","Application Filed","Allowed","58","44",,"25","19"
"MATTHEWS, TESSA M","RCE","Not Allowed","38","152",,"114","38"
"MATTHEWS, TESSA M","Application Filed","Not Allowed","6","152",,"114","38"
"MATTHEWS, TESSA M","Interview","Allowed","72","152",,"114","38"
"MATTHEWS, TESSA M","Application Filed","Allowed","2","152",,"114","38"
"MATTHEWS, TESSA M","Interview","Not Allowed","42","152",,"114","38"
"MATTHEWS, WILLIAM H","Application Filed","Not Allowed","6","82",,"43","39"
"MATTHEWS, WILLIAM H","RCE","Not Allowed","39","82",,"43","39"
"MATTHEWS, WILLIAM H","Interview","Not Allowed","22","82",,"43","39"
"MATTHEWS, WILLIAM H","Interview","Allowed","21","82",,"43","39"
"MATTHEWS, WILLIAM H","Application Filed","Allowed","11","82",,"43","39"
"MATTHIAS, JONATHAN R","Application Filed","Not Allowed","10","60",,"45","15"
"MATTHIAS, JONATHAN R","Interview","Allowed","36","60",,"45","15"
"MATTHIAS, JONATHAN R","Application Filed","Allowed","39","60",,"45","15"
"MATTHIAS, JONATHAN R","Interview","Not Allowed","9","60",,"45","15"
"MATTHIAS, JONATHAN R","RCE","Not Allowed","15","60",,"45","15"
"MATTIS, JASON E","Appeal","Not Allowed","2","166","2","66","98"
"MATTIS, JASON E","Application Filed","Allowed","8","166","2","66","98"
"MATTIS, JASON E","Interview","Allowed","26","166","2","66","98"
"MATTIS, JASON E","Interview","Not Allowed","40","166","2","66","98"
"MATTIS, JASON E","Application Filed","Not Allowed","4","166","2","66","98"
"MATTIS, JASON E","RCE","Not Allowed","98","166","2","66","98"
"MATTISON, DAVID D","Interview","Not Allowed","37","101","4","58","39"
"MATTISON, DAVID D","Interview","Allowed","21","101","4","58","39"
"MATTISON, DAVID D","Application Filed","Allowed","5","101","4","58","39"
"MATTISON, DAVID D","Appeal","Allowed","3","101","4","58","39"
"MATTISON, DAVID D","Appeal","Not Allowed","1","101","4","58","39"
"MATTISON, DAVID D","RCE","Not Allowed","39","101","4","58","39"
"MATTISON, DAVID D","Application Filed","Not Allowed","5","101","4","58","39"
"MATTISON, LORI K","RCE","Not Allowed","47","84","4","33","47"
"MATTISON, LORI K","Application Filed","Not Allowed","11","84","4","33","47"
"MATTISON, LORI K","Interview","Not Allowed","28","84","4","33","47"
"MATTISON, LORI K","Interview","Allowed","5","84","4","33","47"
"MATTISON, LORI K","Appeal","Not Allowed","4","84","4","33","47"
"MATTSON, SEAN D","Application Filed","Not Allowed","7","99",,"67","32"
"MATTSON, SEAN D","Interview","Allowed","42","99",,"67","32"
"MATTSON, SEAN D","Interview","Not Allowed","25","99",,"67","32"
"MATTSON, SEAN D","RCE","Not Allowed","32","99",,"67","32"
"MATZEK, MATTHEW D","RCE","Not Allowed","57","114","4","53","57"
"MATZEK, MATTHEW D","Interview","Allowed","13","114","4","53","57"
"MATZEK, MATTHEW D","Interview","Not Allowed","40","114","4","53","57"
"MATZEK, MATTHEW D","Appeal","Not Allowed","4","114","4","53","57"
"MATZEK, MATTHEW D","Application Filed","Not Allowed","16","114","4","53","57"
"MATZEK, MATTHEW D","Application Filed","Allowed","1","114","4","53","57"
"MAUNG, NAY AUNG","Application Filed","Not Allowed","1",,,,
"MAUNG, NAY AUNG","Application Filed","Allowed","1",,,,
"MAUNG, THOMAS H","Appeal","Not Allowed","1","212","1","122","89"
"MAUNG, THOMAS H","Interview","Not Allowed","81","212","1","122","89"
"MAUNG, THOMAS H","RCE","Not Allowed","89","212","1","122","89"
"MAUNG, THOMAS H","Application Filed","Not Allowed","2","212","1","122","89"
"MAUNG, THOMAS H","Interview","Allowed","41","212","1","122","89"
"MAUPIN, HUGH H","Interview","Not Allowed","23","91",,"52","39"
"MAUPIN, HUGH H","RCE","Allowed","2","91",,"52","39"
"MAUPIN, HUGH H","Application Filed","Allowed","40","91",,"52","39"
"MAUPIN, HUGH H","Interview","Allowed","29","91",,"52","39"
"MAUPIN, HUGH H","Application Filed","Not Allowed","15","91",,"52","39"
"MAUPIN, HUGH H","RCE","Not Allowed","37","91",,"52","39"
"MAURO, JOHN MATTHEW","Application Filed","Not Allowed","22","182",,"132","50"
"MAURO, JOHN MATTHEW","Interview","Not Allowed","12","182",,"132","50"
"MAURO, JOHN MATTHEW","Application Filed","Allowed","28","182",,"132","50"
"MAURO, JOHN MATTHEW","Interview","Allowed","120","182",,"132","50"
"MAURO, JOHN MATTHEW","RCE","Not Allowed","50","182",,"132","50"
"MAUST, TIMOTHY LEWIS","Application Filed","Allowed","23","65","3","28","34"
"MAUST, TIMOTHY LEWIS","Interview","Allowed","20","65","3","28","34"
"MAUST, TIMOTHY LEWIS","RCE","Not Allowed","34","65","3","28","34"
"MAUST, TIMOTHY LEWIS","Application Filed","Not Allowed","17","65","3","28","34"
"MAUST, TIMOTHY LEWIS","Interview","Not Allowed","8","65","3","28","34"
"MAUST, TIMOTHY LEWIS","Appeal","Allowed","1","65","3","28","34"
"MAUST, TIMOTHY LEWIS","Appeal","Not Allowed","2","65","3","28","34"
"MAUST, TROY A","RCE","Not Allowed","5","19",,"14","5"
"MAUST, TROY A","Interview","Allowed","7","19",,"14","5"
"MAUST, TROY A","Application Filed","Not Allowed","2","19",,"14","5"
"MAUST, TROY A","Interview","Not Allowed","7","19",,"14","5"
"MAWARI, REDHWAN K","Application Filed","Not Allowed","5","115","1","73","41"
"MAWARI, REDHWAN K","Interview","Not Allowed","36","115","1","73","41"
"MAWARI, REDHWAN K","Interview","Allowed","37","115","1","73","41"
"MAWARI, REDHWAN K","RCE","Not Allowed","41","115","1","73","41"
"MAWARI, REDHWAN K","Application Filed","Allowed","11","115","1","73","41"
"MAWARI, REDHWAN K","Appeal","Allowed","1","115","1","73","41"
"MAY, CAITLYN E","Interview","Allowed","2","2",,"2",
"MAY, CAITLYN E","Application Filed","Allowed","1","2",,"2",
"MAY, CAITLYN E","Application Filed","Not Allowed","3","2",,"2",
"MAY, ELIZABETH M","Application Filed","Not Allowed","7","31",,"22","9"
"MAY, ELIZABETH M","Interview","Not Allowed","15","31",,"22","9"
"MAY, ELIZABETH M","RCE","Not Allowed","9","31",,"22","9"
"MAY, ELIZABETH M","Interview","Allowed","7","31",,"22","9"
"MAY, ROBERT F","Application Filed","Not Allowed","4","105",,"70","35"
"MAY, ROBERT F","Interview","Allowed","25","105",,"70","35"
"MAY, ROBERT F","Interview","Not Allowed","45","105",,"70","35"
"MAY, ROBERT F","RCE","Not Allowed","35","105",,"70","35"
"MAY, ROBERT F","Application Filed","Allowed","8","105",,"70","35"
"MAY, ROBERT J","Application Filed","Allowed","75","51",,"35","16"
"MAY, ROBERT J","Interview","Not Allowed","7","51",,"35","16"
"MAY, ROBERT J","Application Filed","Not Allowed","3","51",,"35","16"
"MAY, ROBERT J","RCE","Not Allowed","16","51",,"35","16"
"MAY, ROBERT J","Interview","Allowed","28","51",,"35","16"
"MAYE, AYUB A","Interview","Not Allowed","28","59","4","34","21"
"MAYE, AYUB A","RCE","Not Allowed","21","59","4","34","21"
"MAYE, AYUB A","Application Filed","Allowed","1","59","4","34","21"
"MAYE, AYUB A","Appeal","Not Allowed","4","59","4","34","21"
